"_real,_time","_totl,_time",missn_time,"timer,_time","_zulu,_time","local,_time","hobbs,_time","_Vind,_kias","_Vind,_keas","Vtrue,_ktas","Vtrue,_ktgs","_Vind,__mph","Vtrue,mphas","Vtrue,mphgs","_Mach,ratio","__VVI,__fpm","Gload,norml","Gload,axial","Gload,_side","alpha,__deg",_beta__deg,"hpath,_true","vpath,__deg","_slip,__deg","pitch,__deg","_roll,__deg","hding,_true","hding,__mag","mavar,__deg","__mag,_comp","__lat,__deg","__lon,__deg","___CG,ftMSL","_gear,ftagl","terrn,ftMSL","p-alt,ftMSL","__lat,orign","__lon,orign","thro1,engin"
88.75875,1502.60754,13.25826,0,11.21733,16.71733,3.80506,154.63379,154.71379,199.33237,199.33081,177.94939,229.3876,229.3858,0.31983,93.11356,1.03667,0.0764,0.05108,3.70017,0.7982,174.45093,0.14572,-1.1369,3.90737,-5.78312,174.8725,174.45596,-0.41653,172.96912,26.49894,82.62716,16340.92285,16042.81543,294.73932,16340.90918,26.5,83,0.11765
88.86913,1502.7439,13.3946,0,11.21737,16.71737,3.8051,154.67868,154.72565,199.34808,199.34639,178.00105,229.4057,229.40373,0.31986,84.53745,1.02764,0.07597,0.06513,3.65193,1.21458,174.42497,0.17463,-0.85616,3.90539,-4.18814,175.36981,174.95331,-0.41651,172.76917,26.49882,82.62717,16341.05273,16043.7666,293.91678,16341.03809,26.5,83,0.11765
89.00545,1502.91113,13.56186,0,11.21742,16.71742,3.80514,154.72836,154.73997,199.36713,199.36502,178.05823,229.42761,229.42517,0.31989,77.15284,1.00934,0.07455,0.06903,3.5875,1.3483,174.43753,0.19799,-0.48065,3.82239,-1.63102,175.68324,175.26675,-0.41648,172.88817,26.49866,82.62719,16341.2373,16044.96191,292.90738,16341.22266,26.5,83,0.11765
89.14317,1503.07654,13.72728,0,11.21747,16.71747,3.80519,154.77238,154.75536,199.38759,199.38527,178.10889,229.45114,229.44847,0.31992,72.81934,0.98774,0.0723,0.05535,3.50692,1.13267,174.48598,0.20246,-0.15425,3.69174,0.87563,175.67207,175.25562,-0.41646,173.30682,26.49851,82.6272,16341.43262,16046.1543,291.90948,16341.41797,26.5,83,0.11765
89.23834,1503.19824,13.84897,0,11.2175,16.7175,3.80522,154.8042,154.76817,199.40456,199.40227,178.14549,229.47069,229.46803,0.31995,70.94466,0.96766,0.06983,0.04108,3.43713,0.83045,174.53421,0.19085,0.02217,3.59108,2.35294,175.50499,175.08855,-0.41644,173.72552,26.4984,82.62722,16341.57227,16047.02832,291.17581,16341.55762,26.5,83,0.11765
89.34757,1503.33203,13.98279,0,11.21754,16.71754,3.80526,154.84055,154.7841,199.42555,199.42339,178.18732,229.49483,229.49234,0.31998,69.47449,0.94983,0.06809,0.02271,3.37472,0.42328,174.59128,0.16283,0.14209,3.50553,3.4959,175.21944,174.80301,-0.41642,174.21922,26.49827,82.62723,16341.70996,16047.97168,290.36954,16341.69531,26.5,83,0.11765
89.46732,1503.48242,14.13314,0,11.21758,16.71758,3.8053,154.88409,154.80466,199.45244,199.45036,178.23744,229.52577,229.52339,0.32002,67.66234,0.9445,0.06726,-0.00158,3.33894,-0.03646,174.64906,0.12182,0.17592,3.45501,4.05196,174.8485,174.4321,-0.4164,174.73143,26.49814,82.62724,16341.83203,16049.00098,289.46405,16341.81836,26.5,83,0.11765
89.57132,1503.61401,14.26475,0,11.21762,16.71762,3.80534,154.92339,154.82439,199.47812,199.47636,178.28265,229.55533,229.55331,0.32007,65.30589,0.95116,0.06761,-0.01495,3.347,-0.38147,174.68971,0.08477,0.13282,3.45011,3.96641,174.54054,174.12416,-0.41638,175.08734,26.49801,82.62726,16341.90918,16049.86914,288.67178,16341.89453,26.5,83,0.11765
89.68143,1503.74829,14.39902,0,11.21765,16.71765,3.80537,154.96205,154.84544,199.5054,199.50372,178.32715,229.58672,229.58479,0.32011,61.89685,0.9605,0.06875,-0.02794,3.38667,-0.63202,174.71745,0.05293,0.03328,3.47128,3.42801,174.28894,173.87257,-0.41636,175.32307,26.49789,82.62727,16341.95996,16050.72754,287.86383,16341.94531,26.5,83,0.11765
89.79111,1503.88232,14.53308,0,11.21769,16.71769,3.80541,154.99771,154.86665,199.53284,199.5313,178.36818,229.61829,229.61652,0.32015,57.45303,0.97316,0.07023,-0.03492,3.44213,-0.75797,174.73148,0.03134,-0.09201,3.50411,2.5858,174.12947,173.71313,-0.41634,175.42397,26.49777,82.62728,16341.99023,16051.56348,287.05722,16341.97559,26.5,83,0.11765
89.90395,1504.02441,14.67518,0,11.21773,16.71773,3.80545,155.03123,154.88885,199.56149,199.55992,178.40677,229.65128,229.64946,0.3202,51.88805,0.98533,0.07165,-0.03604,3.49867,-0.75691,174.73358,0.02037,-0.22337,3.53832,1.56068,174.07219,173.65587,-0.41632,175.39923,26.49764,82.6273,16342.00879,16052.43848,286.20245,16341.99512,26.5,83,0.11765
90.02491,1504.17554,14.82624,0,11.21777,16.71777,3.80549,155.06218,154.912,199.59138,199.5898,178.44238,229.68567,229.68384,0.32025,45.56684,0.99577,0.07263,-0.02835,3.54009,-0.6331,174.72493,0.01881,-0.33486,3.56474,0.54493,174.1255,173.7092,-0.4163,175.26346,26.4975,82.62731,16342.02441,16053.24707,285.4093,16342.00977,26.5,83,0.11765
90.12981,1504.30322,14.95395,0,11.21781,16.71781,3.80553,155.0854,154.93124,199.61624,199.61479,178.4691,229.71428,229.7126,0.32029,40.37358,0.99921,0.07299,-0.02019,3.55663,-0.46702,174.71323,0.02236,-0.39144,3.57802,-0.11883,174.23885,173.82257,-0.41628,175.10088,26.49738,82.62732,16342.03906,16053.32227,285.34766,16342.02441,26.5,83,0.11765
90.25449,1504.45911,15.10981,0,11.21785,16.71785,3.80557,155.11189,154.95451,199.6463,199.64468,178.49959,229.74887,229.74701,0.32034,34.58872,0.99969,0.07297,-0.0084,3.55663,-0.24158,174.69923,0.02863,-0.4118,3.58266,-0.57452,174.42203,174.00577,-0.41626,174.89749,26.49724,82.62733,16342.06152,16053.4209,285.27246,16342.04688,26.5,83,0.11765
90.36308,1504.59131,15.2421,0,11.21789,16.71789,3.80561,155.13353,154.97432,199.67188,199.67035,178.52449,229.77831,229.77654,0.32038,30.40608,1.00001,0.07282,0.00252,3.54885,-0.06534,174.69064,0.03281,-0.39273,3.58065,-0.66722,174.58401,174.16777,-0.41624,174.75453,26.49711,82.62735,16342.08496,16053.50684,285.20874,16342.07031,26.5,83,0.11765
90.47278,1504.72485,15.37557,0,11.21792,16.71792,3.80565,155.15518,154.99442,199.69785,199.69623,178.54941,229.8082,229.80632,0.32042,26.88861,0.99867,0.07269,0.00916,3.54141,0.07521,174.6873,0.03556,-0.34701,3.57752,-0.52765,174.72992,174.31371,-0.41622,174.65872,26.49699,82.62737,16342.11035,16053.59863,285.14453,16342.09668,26.5,83,0.11765
90.56802,1504.84875,15.49952,0,11.21796,16.71796,3.80568,155.17532,155.01312,199.72205,199.7205,178.57259,229.83604,229.83426,0.32046,24.21017,0.99775,0.07263,0.01258,3.53674,0.15834,174.68991,0.03728,-0.28958,3.57464,-0.23578,174.83369,174.4175,-0.4162,174.62015,26.49688,82.62737,16342.13672,16053.68359,285.08502,16342.12207,26.5,83,0.11765
90.69369,1505.00525,15.65604,0,11.218,16.718,3.80572,155.20073,155.0368,199.75267,199.75105,178.60182,229.87129,229.86942,0.32051,21.55008,0.99737,0.07261,0.01351,3.53397,0.19381,174.7009,0.03884,-0.21049,3.57193,0.25219,174.91026,174.49408,-0.41618,174.63976,26.49673,82.62739,16342.16992,16053.79199,285.00992,16342.15625,26.5,83,0.11765
90.81888,1505.15369,15.80445,0,11.21804,16.71804,3.80576,155.22452,155.0593,199.78175,199.78014,178.6292,229.90475,229.90288,0.32055,19.65747,0.99747,0.07264,0.01143,3.53325,0.1643,174.71779,0.04012,-0.14265,3.57099,0.72899,174.927,174.51085,-0.41616,174.71596,26.4966,82.6274,16342.20312,16053.89648,284.9389,16342.18945,26.5,83,0.11765
90.94986,1505.3136,15.96432,0,11.21809,16.71809,3.80581,155.25012,155.0836,199.81319,199.81163,178.65866,229.94092,229.93913,0.3206,18.15799,0.99782,0.07268,0.00701,3.53326,0.08318,174.74007,0.04157,-0.08861,3.57245,1.15365,174.89432,174.47818,-0.41614,174.83478,26.49645,82.62742,16342.24023,16054.00977,284.86246,16342.22656,26.5,83,0.11765
91.06253,1505.4541,16.10482,0,11.21813,16.71813,3.80585,155.27263,155.10495,199.84082,199.83926,178.68456,229.97272,229.97093,0.32065,17.21568,0.99825,0.07273,0.00239,3.53355,-0.00856,174.76064,0.0431,-0.06207,3.57581,1.39408,174.838,174.42189,-0.41611,174.94862,26.49632,82.62743,16342.27441,16054.11133,284.79544,16342.26074,26.5,83,0.11765
91.19685,1505.61414,16.26482,0,11.21817,16.71817,3.80589,155.29811,155.12924,199.87225,199.87065,178.71388,230.0089,230.00705,0.3207,16.49277,0.99889,0.0728,-0.00254,3.53415,-0.11152,174.78262,0.04532,-0.0559,3.58118,1.49484,174.76328,174.34718,-0.41609,175.06532,26.49617,82.62745,16342.31445,16054.22754,284.71921,16342.30078,26.5,83,0.11765
91.29041,1505.73584,16.3866,0,11.2182,16.7182,3.80593,155.31752,155.14771,199.89615,199.89467,178.73622,230.03639,230.03468,0.32074,16.15526,0.99936,0.07286,-0.00547,3.53466,-0.17563,174.79712,0.04746,-0.06495,3.58543,1.45574,174.7113,174.29523,-0.41607,175.13409,26.49606,82.62746,16342.34766,16054.31738,284.66132,16342.33301,26.5,83,0.11765
91.44993,1505.93359,16.58437,0,11.21826,16.71826,3.80598,155.34879,155.17755,199.93477,199.92989,178.7722,230.08083,230.07521,0.3208,15.95144,0.99987,0.07294,-0.00795,3.53498,-0.23746,174.81541,0.05162,-0.09521,3.59091,1.23888,174.65439,174.23834,-0.41604,175.19728,26.49587,82.62748,16342.40332,16054.46777,284.56744,16342.38965,26.5,83,0.11765
91.54292,1506.02661,16.67735,0,11.21828,16.71828,3.80601,155.36302,155.1915,199.95284,199.95114,178.78857,230.10164,230.09967,0.32083,15.98448,1.00002,0.07296,-0.0083,3.53472,-0.24742,174.82167,0.05379,-0.11218,3.5926,1.10175,174.64223,174.2262,-0.41603,175.20505,26.49579,82.62749,16342.43164,16054.54004,284.52338,16342.41797,26.5,83,0.11765
91.65178,1506.16052,16.81125,0,11.21832,16.71832,3.80604,155.38373,155.21156,199.97884,199.97736,178.81241,230.13155,230.12984,0.32087,16.1747,1.00001,0.07296,-0.00769,3.53378,-0.24076,174.82867,0.05697,-0.13509,3.59408,0.89551,174.64314,174.22713,-0.41601,175.19756,26.49566,82.62749,16342.47461,16054.64551,284.46002,16342.45996,26.5,83,0.11765
91.80878,1506.34802,16.99878,0,11.21837,16.71837,3.8061,155.4127,155.23955,200.01509,200.01334,178.84575,230.17326,230.17125,0.32093,16.6887,0.99981,0.07295,-0.00549,3.53185,-0.20093,174.83574,0.06133,-0.15821,3.59522,0.64726,174.6747,174.25871,-0.41598,175.16106,26.49549,82.62752,16342.53809,16054.79785,284.37143,16342.52441,26.5,83,0.11765
91.9346,1506.49866,17.14945,0,11.21842,16.71842,3.80614,155.43588,155.26193,200.04414,200.04247,178.87242,230.2067,230.20476,0.32098,17.27258,0.99974,0.07295,-0.00318,3.53059,-0.1559,174.84056,0.06469,-0.16557,3.59654,0.51755,174.71654,174.30057,-0.41596,175.1232,26.49535,82.62753,16342.59375,16054.9248,284.30038,16342.5791,26.5,83,0.11765
92.06205,1506.65234,17.30308,0,11.21846,16.71846,3.80618,155.45952,155.28473,200.07368,200.07196,178.89963,230.24069,230.23871,0.32102,17.9985,0.99995,0.07297,-0.00097,3.5302,-0.10989,174.84599,0.06815,-0.16282,3.59913,0.46335,174.76463,174.34869,-0.41594,175.08876,26.49521,82.62754,16342.65234,16055.05566,284.22803,16342.63867,26.5,83,0.11765
92.17337,1506.79004,17.44076,0,11.2185,16.7185,3.80622,155.48076,155.30504,200.10002,200.09837,178.92407,230.271,230.2691,0.32106,18.74216,1.00035,0.07301,0.00058,3.53079,-0.07608,174.85197,0.07148,-0.1532,3.60278,0.47738,174.8053,174.38937,-0.41592,175.06796,26.49508,82.62756,16342.70801,16055.17578,284.16333,16342.69434,26.5,83,0.11765
92.29426,1506.94116,17.5919,0,11.21854,16.71854,3.80626,155.50424,155.32722,200.12881,200.12714,178.9511,230.30414,230.3022,0.32111,19.6484,1.00103,0.07308,0.00159,3.53231,-0.05218,174.86015,0.07556,-0.13773,3.60821,0.54439,174.84152,174.42563,-0.4159,175.05968,26.49494,82.62757,16342.77246,16055.31055,284.09241,16342.75879,26.5,83,0.11765
92.40423,1507.07642,17.7271,0,11.21858,16.71858,3.8063,155.52499,155.34691,200.1544,200.15269,178.97498,230.33359,230.33162,0.32115,20.5292,1.00173,0.07315,0.00184,3.53403,-0.04384,174.86894,0.07972,-0.12221,3.61402,0.6302,174.86395,174.44807,-0.41588,175.06566,26.49482,82.62758,16342.83301,16055.43555,284.02905,16342.81934,26.5,83,0.11765
92.51278,1507.20972,17.86046,0,11.21861,16.71861,3.80634,155.54538,155.36615,200.1794,200.17773,178.99843,230.36234,230.36043,0.32119,21.4716,1.00242,0.07322,0.00156,3.53568,-0.04686,174.87872,0.08432,-0.10777,3.6203,0.72074,174.87631,174.46045,-0.41586,175.08189,26.49469,82.62759,16342.89648,16055.5625,283.96667,16342.88281,26.5,83,0.11765
92.62324,1507.34473,17.9955,0,11.21865,16.71865,3.80637,155.56584,155.38541,200.20445,200.20274,179.02197,230.39117,230.38921,0.32123,22.50969,1.00302,0.07328,0.00088,3.53697,-0.05879,174.8894,0.08944,-0.09578,3.62689,0.80283,174.88016,174.46432,-0.41584,175.10561,26.49457,82.62761,16342.96484,16055.69336,283.90359,16342.95117,26.5,83,0.11765
92.72026,1507.47119,18.12193,0,11.21869,16.71869,3.80641,155.58496,155.40331,200.22772,200.22598,179.04398,230.41795,230.41595,0.32127,23.57292,1.00345,0.07332,0.00003,3.53766,-0.07503,174.89973,0.09459,-0.08783,3.63298,0.86048,174.87779,174.46198,-0.41582,175.13104,26.49445,82.62762,16343.0332,16055.82031,283.8446,16343.01855,26.5,83,0.11765
92.85103,1507.63,18.28071,0,11.21873,16.71873,3.80645,155.6088,155.4256,200.2567,200.25218,179.07141,230.45131,230.44611,0.32132,25.03849,1.00381,0.07336,-0.001,3.53773,-0.09752,174.91261,0.10141,-0.08283,3.64023,0.89884,174.87056,174.45476,-0.4158,175.1628,26.49431,82.62763,16343.12402,16055.98535,283.77069,16343.10938,26.5,83,0.11765
92.91599,1507.69495,18.34567,0,11.21875,16.71875,3.80647,155.61821,155.43456,200.2684,200.26666,179.08224,230.46477,230.46277,0.32134,25.66141,1.0039,0.07336,-0.0015,3.53751,-0.10629,174.91774,0.10428,-0.08248,3.64303,0.90396,174.86723,174.45145,-0.41579,175.17455,26.49425,82.62764,16343.16309,16056.05371,283.74048,16343.14844,26.5,83,0.11765
93.05338,1507.86267,18.51336,0,11.21879,16.7188,3.80652,155.64291,155.4576,200.29845,200.29671,179.11067,230.49934,230.49734,0.32138,27.42199,1.00396,0.07337,-0.00235,3.53643,-0.12485,174.93034,0.11177,-0.08443,3.64971,0.88887,174.86035,174.44458,-0.41576,175.19974,26.49409,82.62766,16343.26855,16056.23633,283.66263,16343.25488,26.5,83,0.11765
93.19128,1508.02808,18.67881,0,11.21884,16.71884,3.80656,155.66704,155.48007,200.32777,200.32602,179.13843,230.5331,230.53107,0.32143,29.31355,1.00389,0.07336,-0.00278,3.53496,-0.13531,174.94176,0.11916,-0.08929,3.65573,0.84577,174.85861,174.44287,-0.41574,175.21562,26.49394,82.62767,16343.38086,16056.42578,283.58594,16343.36621,26.5,83,0.11765
93.29962,1508.1615,18.81224,0,11.21888,16.71888,3.8066,155.68634,155.49799,200.35117,200.34933,179.16064,230.56001,230.55791,0.32147,30.93658,1.00383,0.07335,-0.00282,3.53376,-0.13759,174.95023,0.12507,-0.09389,3.66041,0.80092,174.86201,174.44629,-0.41572,175.22202,26.49381,82.62768,16343.47559,16056.58301,283.5242,16343.46191,26.5,83,0.11765
93.41039,1508.29846,18.94922,0,11.21892,16.71892,3.80664,155.70607,155.51619,200.37495,200.37315,179.18335,230.58739,230.58531,0.32151,32.6867,1.0038,0.07334,-0.00262,3.53272,-0.13479,174.95839,0.13112,-0.09811,3.6653,0.75432,174.87007,174.45438,-0.4157,175.22382,26.49369,82.62769,16343.57812,16056.74902,283.46091,16343.56445,26.5,83,0.11765
93.55259,1508.46973,19.12041,0,11.21896,16.71896,3.80669,155.73061,155.53868,200.4044,200.40237,179.21159,230.62128,230.61894,0.32155,34.98534,1.00388,0.07334,-0.00215,3.53188,-0.12615,174.96808,0.13869,-0.10155,3.67185,0.70591,174.88542,174.46974,-0.41568,175.22192,26.49353,82.62771,16343.71387,16056.96289,283.38196,16343.7002,26.5,83,0.11765
93.67883,1508.61987,19.27059,0,11.21901,16.71901,3.80673,155.75183,155.55807,200.42978,200.42786,179.23601,230.65048,230.64827,0.3216,37.058,1.00408,0.07336,-0.00166,3.53165,-0.11645,174.97644,0.14545,-0.10227,3.67823,0.6784,174.90179,174.48615,-0.41565,175.21907,26.49339,82.62772,16343.83887,16057.1582,283.31284,16343.8252,26.5,83,0.11765
93.81528,1508.78613,19.43687,0,11.21905,16.71905,3.80677,155.77524,155.5793,200.45761,200.45555,179.26295,230.68251,230.68013,0.32164,39.44329,1.00445,0.07339,-0.00117,3.53185,-0.10614,174.98581,0.15321,-0.10078,3.68605,0.66673,174.92075,174.50511,-0.41563,175.21727,26.49323,82.62774,16343.98438,16057.37891,283.23645,16343.9707,26.5,83,0.11765
93.91022,1508.90735,19.55807,0,11.21908,16.71909,3.80681,155.79208,155.59454,200.47763,200.47556,179.28233,230.70555,230.70316,0.32167,41.22099,1.00474,0.07341,-0.0009,3.53221,-0.10019,174.99286,0.15906,-0.09842,3.6922,0.6692,174.9339,174.51828,-0.41561,175.21797,26.49312,82.62775,16344.0957,16057.5459,283.18085,16344.08105,26.5,83,0.11765
93.98681,1508.98889,19.63967,0,11.21911,16.71911,3.80683,155.80333,155.60472,200.49095,200.48608,179.29527,230.72087,230.71527,0.32169,42.4391,1.00491,0.07343,-0.0008,3.53251,-0.09726,174.9977,0.16312,-0.09643,3.69654,0.67496,174.94203,174.52643,-0.4156,175.21964,26.49305,82.62775,16344.17285,16057.66113,283.14346,16344.1582,26.5,83,0.11765
94.06344,1509.09021,19.74091,0,11.21914,16.71914,3.80686,155.81723,155.61723,200.50739,200.50249,179.31128,230.73978,230.73415,0.32172,43.97771,1.00518,0.07345,-0.0007,3.53292,-0.09497,175.00386,0.16829,-0.09375,3.70209,0.68535,174.95113,174.53554,-0.41559,175.22305,26.49295,82.62776,16344.27148,16057.4541,283.44885,16344.25684,26.5,83,0.11765
94.14397,1509.17188,19.82266,0,11.21916,16.71916,3.80688,155.82816,155.62714,200.52048,200.51828,179.32384,230.75485,230.75232,0.32174,45.21099,1.00544,0.07347,-0.00067,3.53323,-0.09415,175.00894,0.17258,-0.09154,3.70669,0.69518,174.95764,174.54207,-0.41557,175.22696,26.49288,82.62777,16344.35254,16057.0957,283.8895,16344.33887,26.5,83,0.11765
94.25809,1509.31531,19.9661,0,11.2192,16.7192,3.80692,155.84747,155.64436,200.54317,200.54092,179.34607,230.78096,230.77838,0.32178,47.47145,1.0058,0.0735,-0.00074,3.53373,-0.09492,175.01804,0.18031,-0.08791,3.71494,0.71321,174.96709,174.55153,-0.41555,175.2355,26.49274,82.62778,16344.50195,16056.4707,284.66287,16344.4873,26.5,83,0.11765
94.36637,1509.44714,20.09794,0,11.21924,16.71923,3.80696,155.86493,155.65997,200.56372,200.56139,179.36617,230.80461,230.80193,0.32181,49.59856,1.00609,0.07352,-0.00089,3.53402,-0.09749,175.0265,0.18766,-0.08518,3.72263,0.72761,174.97389,174.55836,-0.41553,175.24487,26.49262,82.6278,16344.64453,16055.90234,285.37387,16344.62988,26.5,83,0.11765
94.49224,1509.60339,20.25407,0,11.21928,16.71928,3.807,155.88541,155.67807,200.58763,200.58493,179.38972,230.83212,230.82903,0.32185,52.20754,1.00637,0.07355,-0.00111,3.53415,-0.10185,175.03661,0.1966,-0.08293,3.73176,0.7388,174.9803,174.56479,-0.41551,175.25674,26.49248,82.62781,16344.82031,16055.23535,286.21625,16344.80664,26.5,83,0.11765
94.59798,1509.68872,20.33946,0,11.2193,16.7193,3.80702,155.89647,155.68782,200.60046,200.5955,179.40247,230.84691,230.84119,0.32187,53.66975,1.00652,0.07356,-0.00122,3.5341,-0.10444,175.0421,0.20159,-0.08221,3.73674,0.74165,174.98338,174.56789,-0.4155,175.26317,26.4924,82.62782,16344.9209,16054.875,286.67697,16344.90625,26.5,83,0.11765
94.66473,1509.80359,20.45427,0,11.21933,16.71933,3.80706,155.91116,155.70067,200.61754,200.61505,179.41937,230.86655,230.86368,0.3219,55.67076,1.00666,0.07356,-0.0014,3.53389,-0.10774,175.04941,0.20839,-0.08175,3.74338,0.74179,174.98738,174.5719,-0.41548,175.27142,26.49229,82.62783,16345.05859,16054.39258,287.29669,16345.04492,26.5,83,0.11765
94.77539,1509.93982,20.59055,0,11.21937,16.71937,3.80709,155.92827,155.71574,200.63751,200.63493,179.43906,230.88954,230.88657,0.32193,58.10653,1.00677,0.07357,-0.00155,3.53351,-0.111,175.05794,0.21656,-0.08186,3.7512,0.73688,174.99236,174.57689,-0.41546,175.28026,26.49217,82.62784,16345.22949,16053.82715,288.03241,16345.21484,26.5,83,0.11765
94.88359,1510.0719,20.72258,0,11.21941,16.71941,3.80713,155.9446,155.73004,200.65651,200.65388,179.45784,230.91141,230.90837,0.32196,60.52776,1.00686,0.07357,-0.00164,3.53308,-0.11307,175.06604,0.22454,-0.08241,3.75877,0.72803,174.99783,174.5824,-0.41544,175.28755,26.49204,82.62785,16345.40039,16053.28613,288.74551,16345.38672,26.5,83,0.11765
94.97461,1510.18713,20.83782,0,11.21944,16.71944,3.80716,155.95874,155.74232,200.67284,200.6701,179.47412,230.93019,230.92705,0.32199,62.69587,1.00693,0.07358,-0.00167,3.53271,-0.11391,175.07297,0.23155,-0.08307,3.76541,0.71827,175.00333,174.58791,-0.41543,175.29294,26.49194,82.62786,16345.55566,16052.81836,289.36798,16345.54102,26.5,83,0.11765
95.08817,1510.3313,20.98208,0,11.21948,16.71948,3.8072,155.97618,155.75737,200.69289,200.69003,179.49419,230.95326,230.94997,0.32202,65.47244,1.00703,0.07358,-0.00165,3.53232,-0.11378,175.08148,0.2404,-0.08389,3.77386,0.70517,175.01115,174.59575,-0.4154,175.29849,26.4918,82.62788,16345.75586,16052.24023,290.14749,16345.74219,26.5,83,0.11765
95.2077,1510.4812,21.13199,0,11.21952,16.71952,3.80724,155.99402,155.7726,200.71326,200.71027,179.51471,230.9767,230.97325,0.32205,68.42516,1.00717,0.07359,-0.00158,3.53205,-0.11256,175.09018,0.2497,-0.0845,3.78285,0.69248,175.02028,174.60489,-0.41538,175.30331,26.49166,82.62789,16345.97266,16051.64551,290.95776,16345.95801,26.5,83,0.11765
95.29914,1510.54871,21.19942,0,11.21954,16.71954,3.80726,156.00197,155.77939,200.72226,200.71698,179.52386,230.98706,230.98099,0.32207,69.77866,1.00723,0.0736,-0.00154,3.53199,-0.11176,175.09406,0.25392,-0.08466,3.78699,0.68754,175.02467,174.6093,-0.41537,175.30527,26.4916,82.6279,16346.07227,16051.38086,291.32233,16346.05859,26.5,83,0.11765
95.36356,1510.66614,21.31693,0,11.21957,16.71957,3.8073,156.01555,155.79094,200.73776,200.73468,179.53949,231.00491,231.00136,0.32209,72.14883,1.00739,0.0736,-0.00145,3.53193,-0.11015,175.1008,0.26135,-0.08472,3.79434,0.6804,175.03256,174.6172,-0.41536,175.30858,26.49149,82.62791,16346.25098,16050.9248,291.95779,16346.2373,26.5,83,0.11765
95.47226,1510.80078,21.45151,0,11.21961,16.71961,3.80733,156.03085,155.80392,200.7552,200.75197,179.5571,231.02498,231.02124,0.32212,74.90176,1.0076,0.07362,-0.00136,3.53192,-0.10827,175.10847,0.26999,-0.08445,3.80294,0.6748,175.04178,174.62643,-0.41534,175.31244,26.49137,82.62791,16346.46191,16050.40723,292.6857,16346.44727,26.5,83,0.11765
95.58249,1510.93835,21.58911,0,11.21965,16.71965,3.80737,156.04622,155.81683,200.77257,200.76929,179.57478,231.04497,231.04118,0.32215,77.76627,1.00778,0.07363,-0.00129,3.53194,-0.10661,175.11635,0.27897,-0.08387,3.81191,0.6718,175.05113,174.63582,-0.41532,175.31673,26.49124,82.62793,16346.68457,16049.88477,293.43008,16346.66992,26.5,83,0.11765
95.69205,1511.07263,21.72333,0,11.21969,16.71969,3.80741,156.0609,155.8291,200.78915,200.78566,179.59167,231.06404,231.06001,0.32218,80.60196,1.00796,0.07364,-0.00123,3.532,-0.10545,175.12404,0.28785,-0.08308,3.82084,0.67105,175.05994,174.64464,-0.4153,175.32143,26.49112,82.62794,16346.9082,16049.38379,294.15649,16346.89453,26.5,83,0.11765
95.81812,1511.22864,21.87938,0,11.21973,16.71973,3.80745,156.0777,155.84297,200.80792,200.80434,179.61101,231.08563,231.08151,0.32221,83.97195,1.00817,0.07366,-0.00121,3.53209,-0.10476,175.13303,0.29835,-0.08206,3.83142,0.67194,175.06967,174.6544,-0.41527,175.32758,26.49097,82.62795,16347.17871,16048.80859,295.00125,16347.16406,26.5,83,0.11765
95.94777,1511.38989,22.04063,0,11.21978,16.71977,3.8075,156.0946,155.85686,200.82677,200.823,179.63046,231.10733,231.10298,0.32224,87.51497,1.00838,0.07368,-0.00122,3.53217,-0.10482,175.14232,0.30938,-0.08103,3.84254,0.67351,175.07901,174.66376,-0.41525,175.33461,26.49082,82.62797,16347.46777,16048.22363,295.87442,16347.45312,26.5,83,0.11765
96.05801,1511.52734,22.17809,0,11.21981,16.71981,3.80754,156.10861,155.86832,200.84236,200.83838,179.64659,231.12527,231.12068,0.32226,90.57143,1.00855,0.07369,-0.00125,3.53221,-0.10532,175.15025,0.31893,-0.08029,3.85214,0.67444,175.08649,174.67125,-0.41523,175.34096,26.49069,82.62798,16347.72266,16047.7334,296.61896,16347.70801,26.5,83,0.11765
